,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
19,HAT-P-20 b,HAT-P-20,1,1,1,Transit,2010,HATNet,1,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,2.875317,4e-06,-4e-06,0.0,0.0361,0.0005,-0.0005,0.0,9.718,0.37,-0.37,0.0,0.867,0.033,-0.033,0.0,2302.899,59.432,-59.432,0.0,7.246,0.187,-0.187,0.0,Mass,0.015,0.005,-0.005,0.0,,,,,970.0,23.0,-23.0,0.0,86.8,0.2,-0.2,0.0,0,1.848,0.0192,-0.0192,0.0,11.17,0.29,-0.29,0.0,0.1284,0.0016,-0.0016,0.0,,,,,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,K3,4595.0,80.0,-80.0,0.0,0.69,0.02,-0.02,0.0,0.76,0.03,-0.03,0.0,0.35,0.08,-0.08,0.0,[Fe/H],4.63,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m39.94s,111.9164295,+24d20m10.03s,24.3361185,71.0374,0.1994,-0.1983,11.231,0.023,-0.023,9.276,0.022,-0.022,8.743,0.021,-0.021,8.601,0.019,-0.019,10.9903,0.001176,-0.001176,2014-05-14,2011-12,2014-05-14
20,Kepler-6 b,Kepler-6,1,1,1,Transit,2009,Kepler,1,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,3.2346996,4e-07,-4e-07,0.0,0.04852,0.00074,-0.00133,0.0,14.617,0.202,-0.37,0.0,1.304,0.018,-0.033,0.0,212.31044,12.07754,-11.12405,0.0,0.668,0.038,-0.035,0.0,Mass,,,,,,,,,1460.0,10.0,-10.0,0.0,88.93,0.19,-0.17,0.0,0,,,,,7.503,0.022,-0.022,0.0,0.09424,0.00012,-0.00011,0.0,0.00111,0.00048,-0.00053,0.0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,5647.0,44.0,-44.0,0.0,1.39,0.02,-0.03,0.0,1.21,0.04,-0.04,0.0,0.34,0.04,-0.04,0.0,[Fe/H],4.24,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m20.94s,296.8372475,+48d14m23.89s,48.2399695,587.039,5.071,-4.986,13.286,0.08,-0.08,12.001,0.021,-0.021,11.706,0.019,-0.019,11.634,0.019,-0.019,13.1714,0.000286,-0.000286,2015-10-07,2015-05,2015-10-15
21,Kepler-491 b,Kepler-491,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.22538451,2.7e-07,-2.7e-07,0.0,,,,,8.92,0.8,-0.51,0.0,0.796,0.071,-0.045,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.81829,0.00187,-0.00187,0.0,,,,,0.07948,6e-05,-3e-05,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5582.0,53.81,-61.11,0.0,1.03,0.09,-0.06,0.0,1.04,0.03,-0.03,0.0,0.37,0.049,-0.053,0.0,[Fe/H],4.42,0.05,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m31.34s,287.1305782,+42d21m00.55s,42.3501533,630.785,6.431,-6.305,14.178,0.194,-0.194,12.746,0.021,-0.021,12.426,0.02,-0.02,12.354,0.019,-0.019,13.9616,0.000225,-0.000225,2016-05-06,2016-05,2016-05-10
22,Kepler-257 b,Kepler-257,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.382667,6e-06,-6e-06,0.0,0.034,,,0.0,2.61,1.31,-1.31,0.0,0.233,0.117,-0.117,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.812,0.044,-0.044,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5180.0,200.0,-200.0,0.0,1.04,0.52,-0.52,0.0,,,,,,,,,,4.36,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.256,17.54,-16.799,15.652,0.15,-0.15,13.916,0.023,-0.023,13.448,0.026,-0.026,13.372,,,15.4215,0.000727,-0.000727,2014-05-14,2014-03,2014-05-14
23,Kepler-216 b,Kepler-216,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.693641,3.1e-05,-3.1e-05,0.0,0.079,,,0.0,2.35,0.46,-0.46,0.0,0.21,0.041,-0.041,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.05,0.079,-0.079,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6091.0,120.0,-120.0,0.0,1.26,0.24,-0.24,0.0,,,,,,,,,,4.28,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m54.74s,293.7280695,+46d07m44.81s,46.1291139,1187.47,21.42,-21.42,14.054,0.195,-0.195,12.956,0.021,-0.021,12.695,0.022,-0.022,12.621,0.021,-0.021,13.9607,0.000231,-0.000231,2014-05-14,2014-03,2014-05-14
24,Kepler-32 c,Kepler-32,1,1,5,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,8.7522,0.0003,-0.0003,0.0,0.09,,,0.0,2.0,0.2,-0.2,0.0,0.178,0.018,-0.018,0.0,158.9,,,1.0,0.5,,,1.0,Mass,,,,,,,,,,,,,,,,,1,2.328,0.24,-0.24,0.0,,,,,0.0352,0.0033,-0.0033,0.0,,,,,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,,3900.0,200.0,-200.0,0.0,0.53,0.04,-0.04,0.0,0.58,0.05,-0.05,0.0,0.0,0.4,-0.4,0.0,[Fe/H],4.64,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m22.15s,297.8423073,+46d34m27.69s,46.5743595,323.847,3.4025,-3.4025,16.36,0.549,-0.549,13.616,0.023,-0.023,12.901,0.024,-0.024,12.757,0.024,-0.024,15.8123,0.000577,-0.000577,2016-03-23,2012-05,2016-03-24
25,Kepler-259 c,Kepler-259,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,36.924931,0.000181,-0.000181,0.0,0.217,,,0.0,2.7,1.31,-1.31,0.0,0.241,0.117,-0.117,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.723,0.09,-0.09,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5938.0,200.0,-200.0,0.0,0.9,0.43,-0.43,0.0,,,,,,,,,,4.53,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m50.87s,288.2119707,+46d36m54.17s,46.6150461,1002.14,26.33,-25.046,15.378,0.035,-0.035,14.009,0.021,-0.021,13.673,0.025,-0.025,13.555,0.029,-0.029,15.1689,0.000387,-0.000387,2014-05-14,2014-03,2014-05-14
26,Kepler-148 c,Kepler-148,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.180043,4e-06,-4e-06,0.0,0.05,,,0.0,3.6,1.76,-1.76,0.0,0.321,0.157,-0.157,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.482,0.027,-0.027,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5272.0,200.0,-200.0,0.0,0.85,0.41,-0.41,0.0,,,,,,,,,,4.55,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m08.68s,289.7861626,+46d51m31.74s,46.8588176,791.163,15.337,-14.776,15.398,0.08,-0.08,13.903,0.027,-0.027,13.527,0.029,-0.029,13.359,0.031,-0.031,15.3362,0.000397,-0.000397,2014-05-14,2014-03,2014-05-14
27,Kepler-222 d,Kepler-222,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,28.081912,6.9e-05,-6.9e-05,0.0,0.18,,,0.0,3.69,1.63,-1.63,0.0,0.329,0.145,-0.145,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.541,0.051,-0.051,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5433.0,200.0,-200.0,0.0,0.87,0.38,-0.38,0.0,,,,,,,,,,4.55,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m37.46s,287.9060885,+46d56m15.89s,46.9377479,758.854,15.067,-14.501,15.407,0.046,-0.046,13.717,0.021,-0.021,13.341,0.022,-0.022,13.235,0.03,-0.03,15.0603,0.000504,-0.000504,2014-05-14,2014-03,2014-05-14
28,Kepler-29 c,Kepler-29,1,1,2,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,13.28613,0.00026,-0.00021,0.0,,,,,2.34,0.12,-0.11,0.0,0.209,0.011,-0.01,0.0,4.5,1.1,-1.1,0.0,0.01416,0.00346,-0.00346,0.0,Mass,0.0,,,0.0,34.4,3.8,-3.8,0.0,,,,,,,,,1,,,,,,,,,,,,,,,,,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5378.0,60.0,-60.0,0.0,0.73,0.03,-0.03,0.0,0.76,0.02,-0.03,0.0,-0.44,0.04,-0.04,0.0,[Fe/H],4.6,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m23.61s,298.348382,+47d29m28.69s,47.4913021,832.532,26.3765,-26.3765,15.547,0.092,-0.092,14.131,0.03,-0.03,13.673,0.031,-0.031,13.657,0.045,-0.045,15.2819,0.000474,-0.000474,2020-05-04,2020-03,2020-05-07
29,Kepler-179 b,Kepler-179,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.735926,8e-06,-8e-06,0.0,0.036,,,0.0,1.64,0.68,-0.68,0.0,0.146,0.061,-0.061,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.987,0.051,-0.051,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5302.0,200.0,-200.0,0.0,0.76,0.31,-0.31,0.0,,,,,,,,,,4.61,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m39.27s,298.6636163,+47d45m42.96s,47.7619329,605.68,6.565,-6.565,14.772,0.092,-0.092,13.278,0.026,-0.026,12.873,0.03,-0.03,12.75,0.026,-0.026,14.6031,0.000311,-0.000311,2014-05-14,2014-03,2014-05-14
30,Kepler-165 c,Kepler-165,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,15.31299,5.7e-05,-5.7e-05,0.0,0.11,,,0.0,2.23,1.35,-1.35,0.0,0.199,0.12,-0.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.028,0.065,-0.065,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5211.0,200.0,-200.0,0.0,0.77,0.47,-0.47,0.0,,,,,,,,,,4.54,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m45.82s,280.69092,+47d48m34.81s,47.8096702,560.885,6.331,-6.193,15.05,0.003,-0.003,13.43,0.025,-0.025,12.926,0.022,-0.022,12.843,0.021,-0.021,14.7945,0.000354,-0.000354,2014-05-14,2014-03,2014-05-14
31,Kepler-228 c,Kepler-228,1,1,3,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.134444,1.8e-05,-1.8e-05,0.0,0.052,,,0.0,2.7,1.24,-1.24,0.0,0.241,0.111,-0.111,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.123,0.074,-0.074,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6043.0,200.0,-200.0,0.0,1.01,0.47,-0.47,0.0,,,,,,,,,,4.47,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.61,79.32,-72.46,15.902,0.126,-0.126,14.528,0.029,-0.029,14.113,0.039,-0.039,14.132,0.072,-0.072,15.7042,0.000458,-0.000458,2014-05-14,2014-03,2014-05-14
32,Kepler-20 c,Kepler-20,1,2,6,Transit,2011,Kepler,1,Published Confirmed,0,<a refstr=BUCHHAVE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..160B/abstract target=ref>Buchhave et al. 2016</a>,10.85409089,3.03e-06,-2.6e-06,0.0,0.0949,0.0027,-0.0023,0.0,3.047,0.064,-0.056,0.0,0.272,0.006,-0.005,0.0,12.75,2.17,-2.24,0.0,0.04012,0.00683,-0.00705,0.0,Mass,0.16,0.01,-0.09,0.0,,,,,772.0,26.0,-26.0,0.0,89.815,0.036,-0.632,0.0,0,,,,,21.17,0.59,-0.51,0.0,0.02895,0.00029,-6e-05,0.0,,,,,<a refstr=BUCHHAVE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..160B/abstract target=ref>Buchhave et al. 2016</a>,,5495.0,50.0,-50.0,0.0,0.96,0.02,-0.02,0.0,0.95,0.05,-0.05,0.0,0.07,0.08,-0.08,0.0,[m/H],4.45,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.563,1.776,-1.753,12.61,0.069,-0.069,11.252,0.021,-0.021,10.91,0.019,-0.019,10.871,0.013,-0.013,12.4535,0.000142,-0.000142,2017-03-28,2016-12,2017-03-30
33,Kepler-166 d,Kepler-166,1,1,3,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.55400393,1.44e-06,-1.44e-06,0.0,,,,,1.73,0.15,-0.1,0.0,0.154,0.013,-0.009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.7696,0.0244,-0.0244,0.0,,,,,0.01902,0.00047,-0.00025,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5350.0,71.67,-85.65,0.0,0.83,0.06,-0.05,0.0,0.88,0.04,-0.05,0.0,-0.03,0.15,-0.168,0.0,[Fe/H],4.55,0.04,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,603.53,7.443,-7.266,14.857,0.126,-0.126,13.346,0.022,-0.022,12.941,0.021,-0.021,12.876,0.032,-0.032,14.6848,0.000263,-0.000263,2016-05-06,2016-05,2016-05-10
34,Kepler-52 b,Kepler-52,1,1,3,Transit,2012,Kepler,1,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,7.8773565,3.8e-05,-3.8e-05,0.0,,,,,2.1,,,0.0,0.187,,,0.0,2765.0,,,1.0,8.7,,,1.0,Mass,,,,,,,,,,,,,,,,,1,2.4223,,,0.0,,,,,0.03698,0.0038,-0.0038,0.0,,,,,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,4075.0,,,0.0,0.52,,,0.0,0.54,,,0.0,,,,,,4.74,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.542,2.42,-2.383,15.513,0.217,-0.217,13.153,0.025,-0.025,12.507,0.032,-0.032,12.36,0.027,-0.027,15.0589,0.00068,-0.00068,2014-05-14,2013-01,2014-05-14
35,Kepler-197 d,Kepler-197,1,2,4,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,15.677563,9.6e-05,-9.6e-05,0.0,0.119,,,0.0,1.22,0.1,-0.1,0.0,0.109,0.009,-0.009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.326,0.096,-0.096,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6004.0,102.0,-102.0,0.0,1.12,0.03,-0.03,0.0,,,,,,,,,,4.3,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.575,2.344,-2.312,11.775,0.024,-0.024,10.814,0.025,-0.025,10.577,0.023,-0.023,10.535,0.021,-0.021,11.78,0.000175,-0.000175,2014-05-14,2014-03,2014-05-14
36,K2-183 d,K2-183,1,1,3,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,22.631964,0.004371,-0.003094,0.0,0.1527,0.002,-0.002,0.0,2.86,0.27,-0.27,0.0,0.255,0.024,-0.024,0.0,,,,,,,,,,,,,,,,,,615.0,12.0,-12.0,0.0,,,,,0,,,,,44.41,7.47,-17.67,0.0,0.027,0.0035,-0.0015,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5519.0,88.0,-88.0,0.0,0.97,0.02,-0.02,0.0,0.93,0.04,-0.04,0.0,0.09,0.06,-0.06,0.0,[Fe/H],4.43,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h20m01.72s,125.007177,+14d01m10.05s,14.0194586,329.041,4.293,-4.185,12.867,0.08,-0.08,11.485,0.023,-0.023,11.152,0.023,-0.023,11.021,0.02,-0.02,12.6702,0.000143,-0.000143,2018-10-24,2018-12,2018-10-26
37,K2-187 e,K2-187,1,1,4,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,13.609878,0.003478,-0.002786,0.0,0.1106,0.0013,-0.0013,0.0,2.38,0.18,-0.18,0.0,0.212,0.016,-0.016,0.0,,,,,,,,,,,,,,,,,,698.0,13.0,-13.0,0.0,,,,,0,,,,,23.94,2.96,-6.15,0.0,0.0237,0.002,-0.0015,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5484.0,81.0,-81.0,0.0,0.92,0.02,-0.02,0.0,0.98,0.04,-0.04,0.0,0.23,0.06,-0.06,0.0,[Fe/H],4.5,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.687,0.022,-0.022,11.289,0.028,-0.028,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,2018-10-24,2018-12,2018-10-26
38,K2-187 c,K2-187,1,1,4,Transit,2018,K2,1,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,2.872042,0.000424,-0.00042,0.0,0.0392,0.0005,-0.0005,0.0,1.8,0.14,-0.14,0.0,0.161,0.012,-0.012,0.0,,,,,,,,,,,,,,,,,,1173.0,22.0,-22.0,0.0,,,,,0,,,,,8.08,1.15,-2.17,0.0,0.0179,0.0016,-0.0011,0.0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5484.0,81.0,-81.0,0.0,0.92,0.02,-0.02,0.0,0.98,0.04,-0.04,0.0,0.23,0.06,-0.06,0.0,[Fe/H],4.5,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.687,0.022,-0.022,11.289,0.028,-0.028,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,2018-10-24,2018-12,2018-10-26
