,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
2790,Kepler-1546 b,Kepler-1546,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,19.5974971,0.0001407,-0.0001407,0.0,,,,,3.13,0.58,-0.34,0.0,0.279,0.052,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.069,0.133,-0.133,0.0,,,,,0.03059,0.0004,-0.00156,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5623.0,325.49,-260.22,0.0,0.93,0.17,-0.09,0.0,0.95,0.11,-0.07,0.0,0.01,0.144,-0.169,0.0,[Fe/H],4.48,0.07,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m20.14s,297.5839183,+41d32m28.32s,41.5411993,931.956,22.966,-21.905,15.596,0.16,-0.16,14.025,0.021,-0.021,13.623,0.033,-0.033,13.511,0.034,-0.034,15.368,0.000448,-0.000448,2016-05-06,2016-05,2016-05-10
2791,Kepler-1547 b,Kepler-1547,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.69297968,1.49e-06,-1.49e-06,0.0,,,,,0.9,0.28,-0.12,0.0,0.08,0.025,-0.011,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.082,0.0606,-0.0606,0.0,,,,,0.00733,0.00023,-0.00033,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6078.0,94.46,-139.23,0.0,1.18,0.36,-0.14,0.0,1.12,0.1,-0.08,0.0,0.04,0.134,-0.151,0.0,[Fe/H],4.34,0.09,-0.19,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h55m03.37s,283.7640396,+42d13m19.56s,42.2220992,674.695,6.029,-5.924,13.464,0.114,-0.114,12.332,0.02,-0.02,12.063,0.019,-0.019,11.996,0.02,-0.02,13.4085,0.000189,-0.000189,2016-05-06,2016-05,2016-05-10
2792,Kepler-1548 b,Kepler-1548,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,124.828679,0.001524,-0.001524,0.0,,,,,2.64,0.54,-0.21,0.0,0.236,0.048,-0.019,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.334,0.221,-0.221,0.0,,,,,0.02492,0.00115,-0.0009,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5706.0,63.43,-77.25,0.0,0.97,0.19,-0.07,0.0,0.99,0.05,-0.05,0.0,0.05,0.138,-0.157,0.0,[Fe/H],4.46,0.06,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m53.08s,287.4711817,+46d04m50.05s,46.0805706,872.279,18.795,-18.031,15.324,0.355,-0.355,14.057,0.021,-0.021,13.735,0.027,-0.027,13.7,0.037,-0.037,15.2455,0.000364,-0.000364,2016-05-06,2016-05,2016-05-10
2793,Kepler-482 b,Kepler-482,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,56.35418576,9.371e-05,-9.371e-05,0.0,,,,,2.36,0.37,-0.14,0.0,0.211,0.033,-0.012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.29,0.0553,-0.0553,0.0,,,,,0.03015,0.00458,-0.00131,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4871.0,63.64,-61.54,0.0,0.72,0.03,-0.03,0.0,0.75,0.04,-0.04,0.0,-0.13,0.11,-0.118,0.0,[Fe/H],4.6,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m17.50s,296.8229326,+48d06m27.95s,48.1077628,313.068,2.2585,-2.2585,14.049,0.16,-0.16,12.173,0.021,-0.021,11.661,0.019,-0.019,11.536,0.018,-0.018,13.7621,0.000427,-0.000427,2016-05-06,2016-05,2016-05-10
2794,Kepler-1549 b,Kepler-1549,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,214.886545,0.003111,-0.003111,0.0,,,,,2.57,0.22,-0.2,0.0,0.229,0.02,-0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,10.11,0.316,-0.316,0.0,,,,,0.02833,0.00078,-0.00149,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5324.0,103.58,-124.08,0.0,0.84,0.07,-0.05,0.0,0.88,0.04,-0.05,0.0,0.02,0.15,-0.16,0.0,[Fe/H],4.54,0.04,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m12.59s,286.0524399,+39d05m45.70s,39.0960281,803.052,16.418,-15.785,15.353,0.263,-0.263,13.791,0.024,-0.024,13.372,0.027,-0.027,13.271,0.028,-0.028,15.1516,0.000364,-0.000364,2016-05-06,2016-05,2016-05-10
2795,Kepler-1154 c,Kepler-1154,1,1,2,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.45808312,4.757e-05,-4.757e-05,0.0,,,,,2.36,0.95,-0.49,0.0,0.211,0.085,-0.044,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.068,0.127,-0.127,0.0,,,,,0.01493,0.00074,-0.00044,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6327.0,317.3,-262.85,0.0,1.43,0.65,-0.3,0.0,1.26,0.25,-0.16,0.0,0.04,0.14,-0.161,0.0,[Fe/H],4.23,0.15,-0.24,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m54.51s,297.4771158,+39d52m38.04s,39.8772345,1460.1,44.73,-42.19,14.953,0.172,-0.172,13.706,0.021,-0.021,13.417,0.029,-0.029,13.348,0.037,-0.037,14.7792,0.000273,-0.000273,2016-05-06,2016-05,2016-05-10
2796,Kepler-440 b,Kepler-440,1,1,1,Transit,2015,Kepler,1,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,101.11141,0.00087,-0.00068,0.0,0.242,0.066,-0.041,0.0,1.86,0.24,-0.19,0.0,0.17,0.02,-0.02,0.0,,,,,,,,,,0.34,0.12,-0.19,-1.0,1.2,0.46,-0.65,0.0,,,,,89.93,0.07,-0.18,0.0,0,7.95,0.25,-0.21,0.0,99.0,10.2,-9.4,0.0,0.03038,0.00112,-0.00098,0.0,,,,,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4134.0,154.0,-154.0,0.0,0.56,0.03,-0.05,0.0,0.58,0.04,-0.05,0.0,-0.3,0.15,-0.15,0.0,[Fe/H],4.71,0.05,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m24.02s,285.3500664,+41d27m08.53s,41.4523695,301.03,2.278,-2.278,15.637,0.172,-0.172,12.96,0.019,-0.019,12.323,0.018,-0.018,12.121,0.021,-0.021,15.1058,0.00038,-0.00038,2015-01-06,2015-02,2015-01-06
2797,Kepler-1550 b,Kepler-1550,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,225.582809,0.003846,-0.003846,0.0,,,,,3.02,0.71,-0.38,0.0,0.269,0.063,-0.034,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.181,0.39,-0.39,0.0,,,,,0.02534,0.00122,-0.00083,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5991.0,161.09,-159.37,0.0,1.11,0.26,-0.14,0.0,1.07,0.1,-0.08,0.0,0.01,0.12,-0.184,0.0,[Fe/H],4.38,0.09,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m03.51s,287.7646113,+38d17m40.95s,38.2947076,1179.01,33.51,-31.74,15.107,0.149,-0.149,13.812,0.024,-0.024,13.49,0.027,-0.027,13.427,0.037,-0.037,14.8841,0.00035,-0.00035,2016-05-06,2016-05,2016-05-10
2798,Kepler-1551 b,Kepler-1551,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,24.4973698,0.0002094,-0.0002094,0.0,,,,,2.66,0.91,-0.42,0.0,0.237,0.081,-0.037,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.081,0.215,-0.215,0.0,,,,,0.02048,0.00027,-0.00128,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6136.0,242.35,-164.67,0.0,1.22,0.42,-0.18,0.0,1.14,0.17,-0.09,0.0,0.01,0.135,-0.17,0.0,[Fe/H],4.32,0.11,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m08.53s,295.7855238,+39d54m28.42s,39.9078956,1463.72,53.045,-53.045,15.371,0.172,-0.172,14.1,0.03,-0.03,13.783,0.036,-0.036,13.77,0.05,-0.05,15.0975,0.00034,-0.00034,2016-05-06,2016-05,2016-05-10
2799,Kepler-234 b,Kepler-234,1,1,2,Transit,2014,Kepler,1,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2.711506,6e-06,-6e-06,0.0,0.04,,,0.0,3.7,1.66,-1.66,0.0,0.33,0.148,-0.148,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.175,0.049,-0.049,0.0,,,,,,,,,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6224.0,200.0,-200.0,0.0,1.11,0.5,-0.5,0.0,,,,,,,,,,4.42,0.3,-0.3,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m36.85s,291.6535379,+38d29m40.77s,38.4946597,1733.1,94.63,-85.47,15.747,0.149,-0.149,14.387,0.028,-0.028,14.104,0.036,-0.036,14.065,0.069,-0.069,15.5014,0.000479,-0.000479,2014-05-14,2014-03,2014-05-14
2800,Kepler-1552 b,Kepler-1552,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,184.771853,0.001546,-0.001546,0.0,,,,,2.47,0.11,-0.1,0.0,0.22,0.01,-0.009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.706,0.204,-0.204,0.0,,,,,0.02929,0.00097,-0.00089,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5202.0,85.4,-75.4,0.0,0.78,0.02,-0.02,0.0,0.85,0.03,-0.04,0.0,-0.07,0.105,-0.108,0.0,[Fe/H],4.58,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m42.45s,291.6768669,+38d52m29.69s,38.8749152,769.096,13.1565,-13.1565,15.203,0.057,-0.057,13.504,0.023,-0.023,13.005,0.023,-0.023,12.881,0.03,-0.03,14.9308,0.000517,-0.000517,2016-05-06,2016-05,2016-05-10
2801,Kepler-685 b,Kepler-685,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.6255222,1.5e-07,-1.5e-07,0.0,,,,,10.58,3.06,-1.19,0.0,0.944,0.273,-0.106,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.38785,0.00377,-0.00377,0.0,,,,,0.08437,0.00015,-9e-05,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5963.0,94.44,-126.15,0.0,1.16,0.34,-0.13,0.0,1.11,0.11,-0.07,0.0,0.15,0.145,-0.154,0.0,[Fe/H],4.36,0.09,-0.19,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m29.26s,293.8719143,+38d25m22.51s,38.4229184,938.715,30.934,-30.934,15.186,0.057,-0.057,13.656,0.026,-0.026,13.355,0.029,-0.029,13.307,0.037,-0.037,15.0191,0.0004,-0.0004,2016-05-06,2016-05,2016-05-10
2802,Kepler-154 f,Kepler-154,1,1,5,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.91935684,7.788e-05,-7.788e-05,0.0,,,,,1.5,0.34,-0.21,0.0,0.134,0.03,-0.019,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.24,0.172,-0.172,0.0,,,,,0.01389,0.00295,-0.00169,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5769.0,78.26,-70.85,0.0,0.98,0.08,-0.06,0.0,0.98,0.04,-0.04,0.0,-0.04,0.104,-0.115,0.0,[Fe/H],4.45,0.05,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m07.33s,289.7805393,+49d53m47.62s,49.8965624,915.212,16.92,-16.327,14.646,0.092,-0.092,13.389,0.026,-0.026,13.089,0.036,-0.036,12.986,0.029,-0.029,14.5121,0.00031,-0.00031,2016-05-06,2016-05,2016-05-10
2803,Kepler-1165 b,Kepler-1165,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.478522,5.909e-05,-5.909e-05,0.0,,,,,1.55,0.5,-0.19,0.0,0.138,0.045,-0.017,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.223,0.138,-0.138,0.0,,,,,0.0121,0.00047,-0.00028,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6080.0,97.21,-115.97,0.0,1.18,0.39,-0.14,0.0,1.13,0.12,-0.08,0.0,0.05,0.135,-0.155,0.0,[Fe/H],4.34,0.09,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.09s,286.9712284,+44d42m29.76s,44.7082669,1575.2,50.37,-47.39,14.521,0.114,-0.114,13.362,0.025,-0.025,13.08,0.027,-0.027,13.07,0.029,-0.029,14.3923,0.000284,-0.000284,2016-05-06,2016-05,2016-05-10
2804,Kepler-541 b,Kepler-541,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.08005848,1.338e-05,-1.338e-05,0.0,,,,,3.36,0.58,-0.56,0.0,0.3,0.052,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.2587,0.0675,-0.0675,0.0,,,,,0.01474,0.00106,-0.00071,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6166.0,102.76,-99.75,0.0,2.06,0.32,-0.33,0.0,1.41,0.12,-0.16,0.0,0.07,0.104,-0.057,0.0,[Fe/H],3.96,0.11,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m35.92s,294.1496529,+38d27m29.55s,38.458207,1060.68,16.64,-16.14,13.383,0.057,-0.057,12.079,0.02,-0.02,11.814,0.021,-0.021,11.733,0.021,-0.021,13.228,0.000198,-0.000198,2016-05-06,2016-05,2016-05-10
2805,Kepler-1553 b,Kepler-1553,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.24261881,2.781e-05,-2.781e-05,0.0,,,,,1.15,0.1,-0.09,0.0,0.103,0.009,-0.008,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.658,0.146,-0.146,0.0,,,,,0.01305,0.00066,-0.00055,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5288.0,98.79,-66.74,0.0,0.81,0.06,-0.05,0.0,0.85,0.04,-0.05,0.0,-0.09,0.143,-0.17,0.0,[Fe/H],4.56,0.04,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m40.59s,291.9191348,+39d01m19.84s,39.0221769,692.594,11.7265,-11.7265,15.251,0.263,-0.263,13.677,0.027,-0.027,13.17,0.03,-0.03,13.167,0.033,-0.033,14.9914,0.000357,-0.000357,2016-05-06,2016-05,2016-05-10
2806,Kepler-1554 b,Kepler-1554,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,198.088774,0.002456,-0.002456,0.0,,,,,2.9,0.23,-0.27,0.0,0.259,0.021,-0.024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,8.121,0.302,-0.302,0.0,,,,,0.03281,0.00081,-0.00198,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5297.0,102.5,-97.44,0.0,0.81,0.06,-0.06,0.0,0.84,0.05,-0.06,0.0,-0.1,0.166,-0.185,0.0,[Fe/H],4.56,0.04,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m18.24s,286.576016,+41d44m29.67s,41.7415762,946.847,31.643,-29.695,15.93,0.115,-0.115,14.367,0.031,-0.031,13.932,0.033,-0.033,13.814,0.046,-0.046,15.7147,0.000641,-0.000641,2016-05-06,2016-05,2016-05-10
2807,Kepler-709 b,Kepler-709,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.08524954,2.644e-05,-2.644e-05,0.0,,,,,2.92,0.18,-0.19,0.0,0.261,0.016,-0.017,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.5655,0.0597,-0.0597,0.0,,,,,0.03533,0.00103,-0.00053,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5071.0,83.59,-83.42,0.0,0.77,0.04,-0.05,0.0,0.8,0.04,-0.05,0.0,-0.08,0.161,-0.184,0.0,[Fe/H],4.58,0.03,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m25.27s,292.105272,+42d22m49.11s,42.3803077,664.843,11.739,-11.739,15.261,0.126,-0.126,13.753,0.024,-0.024,13.284,0.022,-0.022,13.145,0.034,-0.034,15.1971,0.00051,-0.00051,2016-05-06,2016-05,2016-05-10
2808,Kepler-1625 b,Kepler-1625,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,287.378949,0.002983,-0.002983,0.0,,,,,6.06,0.87,-0.53,0.0,0.541,0.078,-0.047,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,18.886,0.202,-0.202,0.0,,,,,0.059,0.00121,-0.00059,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5677.0,107.4,-162.14,0.0,0.94,0.13,-0.08,0.0,0.96,0.06,-0.06,0.0,0.01,0.134,-0.189,0.0,[Fe/H],4.48,0.06,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m43.04s,295.429322,+39d53m11.42s,39.8865068,2310.11,213.09,-180.49,16.227,0.069,-0.069,14.364,0.032,-0.032,13.989,0.041,-0.041,13.916,0.056,-0.056,15.7627,0.000545,-0.000545,2016-05-06,2016-05,2016-05-10
2809,Kepler-584 b,Kepler-584,1,1,1,Transit,2016,Kepler,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,35.1810304,9.392e-05,-9.392e-05,0.0,,,,,4.21,1.59,-0.56,0.0,0.376,0.142,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.373,0.105,-0.105,0.0,,,,,0.03113,0.00207,-0.00156,0.0,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6195.0,110.21,-104.28,0.0,1.24,0.46,-0.15,0.0,1.17,0.15,-0.09,0.0,0.02,0.135,-0.161,0.0,[Fe/H],4.31,0.1,-0.22,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m55.35s,288.230615,+42d24m49.03s,42.4136181,1848.84,79.45,-73.28,14.973,0.035,-0.035,13.845,0.021,-0.021,13.568,0.018,-0.018,13.529,0.034,-0.034,14.8141,0.000315,-0.000315,2016-05-06,2016-05,2016-05-10
